timestamp,elapsed_s,system_cpu_percent,memory_used_mb,memory_available_mb,memory_used_percent,load_1,load_5,load_15,temperature_c,cpu_frequency_mhz
2026-08-11T14:49:48.399+00:00,1.0,4.5,397.059,3392.754,10.477,2.796,2.707,2.539,56.478,1500.0
2026-08-11T14:49:49.399+00:00,2.0,25.313,412.633,3377.18,10.888,2.796,2.707,2.539,56.965,1500.0
2026-08-11T14:49:50.399+00:00,3.0,84.211,477.793,3312.02,12.607,2.973,2.745,2.553,56.965,1500.0
2026-08-11T14:49:51.399+00:00,4.0,63.889,533.297,3256.516,14.072,2.973,2.745,2.553,58.426,1500.0
2026-08-11T14:49:52.399+00:00,5.0,0.503,533.297,3256.516,14.072,2.973,2.745,2.553,55.991,1500.0
2026-08-11T14:49:53.399+00:00,6.0,0.758,533.539,3256.273,14.078,2.973,2.745,2.553,57.452,1000.0
2026-08-11T14:49:54.399+00:00,7.0,2.278,533.781,3256.031,14.085,2.973,2.745,2.553,55.991,600.0
2026-08-11T14:49:55.399+00:00,8.0,23.367,554.117,3235.695,14.621,2.814,2.715,2.544,57.939,1500.0
2026-08-11T14:49:56.399+00:00,9.0,18.321,578.059,3211.754,15.253,2.814,2.715,2.544,56.478,1500.0
2026-08-11T14:49:57.399+00:00,10.0,1.523,578.055,3211.758,15.253,2.814,2.715,2.544,56.965,1500.0
2026-08-11T14:49:58.399+00:00,11.0,21.684,579.746,3210.066,15.297,2.814,2.715,2.544,57.452,1500.0
2026-08-11T14:49:59.399+00:00,12.0,29.517,579.988,3209.824,15.304,2.814,2.715,2.544,56.965,1500.0
2026-08-11T14:50:00.399+00:00,13.0,28.9,580.055,3209.758,15.306,2.589,2.67,2.53,56.478,1500.0
2026-08-11T14:50:01.399+00:00,14.0,29.114,580.047,3209.766,15.305,2.589,2.67,2.53,55.017,1500.0
2026-08-11T14:50:02.399+00:00,15.0,28.9,580.781,3209.031,15.325,2.589,2.67,2.53,57.452,1500.0
2026-08-11T14:50:03.399+00:00,16.0,29.949,581.02,3208.793,15.331,2.589,2.67,2.53,56.478,1500.0
2026-08-11T14:50:04.399+00:00,17.0,29.367,589.184,3200.629,15.547,2.589,2.67,2.53,55.504,1500.0
2026-08-11T14:50:05.399+00:00,18.0,29.668,587.195,3202.617,15.494,2.461,2.642,2.522,56.478,1500.0
2026-08-11T14:50:06.399+00:00,19.0,27.763,587.195,3202.617,15.494,2.461,2.642,2.522,56.965,1500.0
2026-08-11T14:50:07.399+00:00,20.0,30.457,587.023,3202.789,15.49,2.461,2.642,2.522,55.504,1500.0
2026-08-11T14:50:08.399+00:00,21.0,27.835,586.18,3203.633,15.467,2.461,2.642,2.522,56.965,1500.0
2026-08-11T14:50:09.399+00:00,22.0,29.082,585.477,3204.336,15.449,2.461,2.642,2.522,55.991,1500.0
2026-08-11T14:50:10.399+00:00,23.0,29.156,585.141,3204.672,15.44,2.264,2.598,2.508,56.478,1500.0
2026-08-11T14:50:11.399+00:00,24.0,28.645,584.547,3205.266,15.424,2.264,2.598,2.508,56.478,1500.0
2026-08-11T14:50:12.399+00:00,25.0,28.499,584.461,3205.352,15.422,2.264,2.598,2.508,56.478,1500.0
2026-08-11T14:50:13.399+00:00,26.0,28.499,583.871,3205.941,15.406,2.264,2.598,2.508,55.991,1500.0
2026-08-11T14:50:14.399+00:00,27.0,27.949,583.633,3206.18,15.4,2.264,2.598,2.508,55.991,1500.0
2026-08-11T14:50:15.399+00:00,28.0,30.28,583.254,3206.559,15.39,2.163,2.571,2.5,56.478,1500.0
2026-08-11T14:50:16.399+00:00,29.0,28.499,583.125,3206.688,15.387,2.163,2.571,2.5,56.478,1500.0
2026-08-11T14:50:17.399+00:00,30.0,28.061,583.117,3206.695,15.386,2.163,2.571,2.5,55.991,1500.0
2026-08-11T14:50:18.399+00:00,31.0,28.608,583.117,3206.695,15.386,2.163,2.571,2.5,56.478,1500.0
2026-08-11T14:50:19.399+00:00,32.0,28.535,583.852,3205.961,15.406,2.163,2.571,2.5,55.991,1500.0
2026-08-11T14:50:20.399+00:00,33.0,29.847,583.762,3206.051,15.403,2.23,2.579,2.503,55.504,1500.0
2026-08-11T14:50:21.399+00:00,34.0,29.262,584.191,3205.621,15.415,2.23,2.579,2.503,55.991,1500.0
2026-08-11T14:50:22.399+00:00,35.0,27.99,584.191,3205.621,15.415,2.23,2.579,2.503,56.478,1500.0
2026-08-11T14:50:23.399+00:00,36.0,27.436,584.191,3205.621,15.415,2.23,2.579,2.503,55.991,1500.0
2026-08-11T14:50:24.399+00:00,37.0,28.389,584.039,3205.773,15.411,2.23,2.579,2.503,56.965,1500.0
2026-08-11T14:50:25.399+00:00,38.0,31.122,583.934,3205.879,15.408,2.372,2.603,2.511,56.478,900.0
2026-08-11T14:50:26.399+00:00,39.0,32.143,583.934,3205.879,15.408,2.372,2.603,2.511,56.478,1500.0
2026-08-11T14:50:27.399+00:00,40.0,30.711,583.934,3205.879,15.408,2.372,2.603,2.511,56.478,1500.0
2026-08-11T14:50:28.399+00:00,41.0,27.344,583.926,3205.887,15.408,2.372,2.603,2.511,55.017,1500.0
2026-08-11T14:50:29.399+00:00,42.0,31.472,583.926,3205.887,15.408,2.372,2.603,2.511,56.965,1500.0
2026-08-11T14:50:30.399+00:00,43.0,28.389,583.926,3205.887,15.408,2.262,2.576,2.503,55.991,1500.0
2026-08-11T14:50:31.399+00:00,44.0,29.412,583.926,3205.887,15.408,2.262,2.576,2.503,56.965,1500.0
2026-08-11T14:50:32.399+00:00,45.0,27.344,583.926,3205.887,15.408,2.262,2.576,2.503,56.478,1500.0
2026-08-11T14:50:33.399+00:00,46.0,29.337,584.355,3205.457,15.419,2.262,2.576,2.503,57.452,1500.0
2026-08-11T14:50:34.399+00:00,47.0,30.203,584.375,3205.438,15.42,2.262,2.576,2.503,55.991,1500.0
2026-08-11T14:50:35.400+00:00,48.001,29.847,584.363,3205.449,15.419,2.161,2.549,2.495,56.478,1500.0
2026-08-11T14:50:36.399+00:00,49.0,29.563,584.352,3205.461,15.419,2.161,2.549,2.495,55.504,1500.0
2026-08-11T14:50:37.399+00:00,50.0,31.202,584.621,3205.191,15.426,2.161,2.549,2.495,56.478,1500.0
2026-08-11T14:50:38.399+00:00,51.0,31.392,584.719,3205.094,15.429,2.161,2.549,2.495,55.017,1500.0
2026-08-11T14:50:39.399+00:00,52.0,29.306,584.715,3205.098,15.429,2.161,2.549,2.495,55.504,1500.0
2026-08-11T14:50:40.399+00:00,53.0,30.357,584.715,3205.098,15.429,2.147,2.54,2.492,56.478,1500.0
2026-08-11T14:50:41.399+00:00,54.0,31.701,584.715,3205.098,15.429,2.147,2.54,2.492,55.991,1500.0
2026-08-11T14:50:42.399+00:00,55.0,30.179,584.711,3205.102,15.428,2.147,2.54,2.492,55.017,1500.0
2026-08-11T14:50:43.399+00:00,56.0,30.179,584.703,3205.109,15.428,2.147,2.54,2.492,55.017,1500.0
2026-08-11T14:50:44.399+00:00,57.0,30.946,586.414,3203.398,15.473,2.147,2.54,2.492,55.504,1500.0
2026-08-11T14:50:45.399+00:00,58.0,27.72,586.414,3203.398,15.473,2.216,2.548,2.495,55.504,1500.0
2026-08-11T14:50:46.399+00:00,59.0,28.278,586.406,3203.406,15.473,2.216,2.548,2.495,55.991,1500.0
2026-08-11T14:50:47.399+00:00,60.0,30.556,586.402,3203.41,15.473,2.216,2.548,2.495,56.478,1500.0
2026-08-11T14:50:48.399+00:00,61.0,26.166,586.402,3203.41,15.473,2.216,2.548,2.495,55.504,1500.0
2026-08-11T14:50:49.399+00:00,62.0,32.134,587.27,3202.543,15.496,2.216,2.548,2.495,56.478,1500.0
2026-08-11T14:50:50.399+00:00,63.0,31.378,587.387,3202.426,15.499,2.279,2.556,2.498,55.017,1500.0
2026-08-11T14:50:51.399+00:00,64.0,32.316,587.379,3202.434,15.499,2.279,2.556,2.498,55.504,1500.0
2026-08-11T14:50:52.399+00:00,65.0,30.769,588.965,3200.848,15.541,2.279,2.556,2.498,55.991,1500.0
2026-08-11T14:50:53.399+00:00,66.0,27.99,589.094,3200.719,15.544,2.279,2.556,2.498,55.991,1500.0
2026-08-11T14:50:54.399+00:00,67.0,29.923,589.336,3200.477,15.551,2.279,2.556,2.498,55.504,1500.0
2026-08-11T14:50:55.399+00:00,68.0,32.487,589.469,3200.344,15.554,2.417,2.58,2.506,56.478,1500.0
2026-08-11T14:50:56.399+00:00,69.0,44.784,599.504,3190.309,15.819,2.417,2.58,2.506,55.991,1500.0
2026-08-11T14:50:57.399+00:00,70.0,30.102,599.504,3190.309,15.819,2.417,2.58,2.506,55.991,1500.0
2026-08-11T14:50:58.399+00:00,71.0,30.357,599.746,3190.066,15.825,2.417,2.58,2.506,55.991,1500.0
2026-08-11T14:50:59.399+00:00,72.0,33.505,599.742,3190.07,15.825,2.417,2.58,2.506,55.991,1500.0
2026-08-11T14:51:00.399+00:00,73.0,29.82,599.734,3190.078,15.825,2.223,2.537,2.492,55.017,1500.0
2026-08-11T14:51:01.399+00:00,74.0,32.737,599.719,3190.094,15.824,2.223,2.537,2.492,56.478,1500.0
2026-08-11T14:51:02.399+00:00,75.0,31.472,599.719,3190.094,15.824,2.223,2.537,2.492,55.991,1500.0
2026-08-11T14:51:03.399+00:00,76.0,30.513,599.711,3190.102,15.824,2.223,2.537,2.492,55.991,1500.0
2026-08-11T14:51:04.399+00:00,77.0,29.639,599.902,3189.91,15.829,2.223,2.537,2.492,55.504,1500.0
2026-08-11T14:51:05.399+00:00,78.0,27.835,599.953,3189.859,15.831,2.205,2.528,2.489,56.478,1500.0
2026-08-11T14:51:06.399+00:00,79.0,29.744,599.953,3189.859,15.831,2.205,2.528,2.489,56.965,1500.0
2026-08-11T14:51:07.399+00:00,80.0,26.221,599.953,3189.859,15.831,2.205,2.528,2.489,55.504,1500.0
2026-08-11T14:51:08.399+00:00,81.0,60.302,600.621,3189.191,15.848,2.205,2.528,2.489,55.991,1500.0
2026-08-11T14:51:09.399+00:00,82.0,34.704,600.652,3189.16,15.849,2.205,2.528,2.489,56.478,1500.0
2026-08-11T14:51:10.399+00:00,83.0,34.625,600.52,3189.293,15.846,2.108,2.502,2.481,56.965,1500.0
2026-08-11T14:51:11.399+00:00,84.0,34.704,600.504,3189.309,15.845,2.108,2.502,2.481,55.991,1500.0
2026-08-11T14:51:12.399+00:00,85.0,31.552,600.699,3189.113,15.85,2.108,2.502,2.481,55.504,1500.0
