timestamp,elapsed_s,system_cpu_percent,memory_used_mb,memory_available_mb,memory_used_percent,load_1,load_5,load_15,temperature_c,cpu_frequency_mhz
2026-08-10T15:52:16.385+00:00,1.0,4.01,363.289,3426.523,9.586,1.285,1.284,1.11,52.095,1500.0
2026-08-10T15:52:17.385+00:00,2.0,22.693,371.801,3418.012,9.811,1.285,1.284,1.11,52.095,1500.0
2026-08-10T15:52:18.387+00:00,3.002,33.167,403.23,3386.582,10.64,1.285,1.284,1.11,52.095,1500.0
2026-08-10T15:52:19.385+00:00,4.0,84.635,479.141,3310.672,12.643,1.423,1.313,1.12,53.069,1500.0
2026-08-10T15:52:20.385+00:00,5.0,37.626,509.234,3280.578,13.437,1.423,1.313,1.12,52.582,1500.0
2026-08-10T15:52:21.385+00:00,6.0,0.75,509.234,3280.578,13.437,1.423,1.313,1.12,51.608,1500.0
2026-08-10T15:52:22.385+00:00,7.0,3.518,509.461,3280.352,13.443,1.423,1.313,1.12,51.608,1500.0
2026-08-10T15:52:23.385+00:00,8.0,3.769,515.34,3274.473,13.598,1.423,1.313,1.12,50.634,1500.0
2026-08-10T15:52:24.386+00:00,9.001,25.377,539.453,3250.359,14.234,1.389,1.308,1.119,52.582,1500.0
2026-08-10T15:52:25.385+00:00,10.0,13.384,555.996,3233.816,14.671,1.389,1.308,1.119,51.121,1500.0
2026-08-10T15:52:26.385+00:00,11.0,4.304,564.305,3225.508,14.89,1.389,1.308,1.119,51.608,1500.0
2026-08-10T15:52:27.385+00:00,12.0,15.99,581.41,3208.402,15.341,1.389,1.308,1.119,50.634,1500.0
2026-08-10T15:52:28.385+00:00,13.0,21.636,581.621,3208.191,15.347,1.389,1.308,1.119,52.095,1500.0
2026-08-10T15:52:29.385+00:00,14.0,24.147,601.0,3188.812,15.858,1.357,1.302,1.118,51.608,1500.0
2026-08-10T15:52:30.385+00:00,15.0,24.339,599.434,3190.379,15.817,1.357,1.302,1.118,51.121,1500.0
